Text,translated_text
"আমি জানি রাকিব ভাইয়ের কার্ডে মিনিমাম ৫৪ হাজার টাকা আছে।বাট সে কত দিয়ে কোন টা নিবে বুঝ্রেছি না :(									
",I know that Rakib Bhai has minimum 54 thousand taka in his card. But I don't understand how much he will take. :(
"জ্বরটা কমলেও সর্দিটা কমলনা.. :(									
","Even if the fever is reduced, the cold is not reduced.. :("
"আহারে, দেইক্ষা চোউক্ষে পানি আয়া পড়ছে। :( http://fb.me/2s4cMoS0w 									
","Aare, water is falling in Deiksha chouksh. :( http://fb.me/2s4cMoS0w"
"কেউ কারও বিকল্প হতে পারে না। ভালোবাসা ফিরিয়ে নেওয়া যায় না। :( #নুহাশ_হুমায়ূন									
",No one can substitute for anyone. Love cannot be taken back. :( #Nuhash_Humayun
"গত ৪ দিনে আমি ঘুমিয়েছি মাত্র ৬ ঘন্টা ! :( কাজের চাপে আমি শেষ হইয়া যামু । তার উপর আজকা ৪-৫ টা প্রোগ্রাম একি... http://fb.me/1Q9XFz6ln 									
",In the last 4 days I slept only 6 hours! :( I'm exhausted due to work pressure. 4-5 programs today on top of that... http://fb.me/1Q9XFz6ln
"চুকা সেন্টে অজ্ঞান হতে আর মাত্র মিনিটখানেক লাগবে!!! :( বিদায় পৃথিবী! আমায় ভুলোনা									
",It only takes a minute to pass out on Chuka St!!! :( Goodbye world! Don't forget me
"নাসার বেপ্রে জানতে চাইলে নাসা রাগ করে কেন ভাই :( http://fb.me/2cXtA7iDq 									
","If you want to know the behavior of NASA, why is NASA angry bro :( http://fb.me/2cXtA7iDq"
"মন.....হাওয়ায় পেয়েছি তোর নাম.... মন .......হাওয়ায় হারিয়ে ফেললাম........ :(									
",Mind.....I got your name in the wind....Mind......lost it in the wind........ :(
"এক একটা রাত, এক একটা যুদ্ধ। :(									
","One night, one battle. :("
"জীবন তুমি তো রেল লাইনের মত সরু পথ, এত পাশা পাশি তবু কেনো এতো অনুভব..। :(									
","Life is a narrow path like a railway line, why do you feel so much... :("
"ঘুরতে যাওয়া বন্ধ হয়ে গেল। এখন থেকে ঘরে টিভির সামনে বন্দী জীবন শুরু। শুধু পুরানো স্মৃতিই সম্বল। :( pic.twitter.com/N801sP2UXs									
","Stopped going around. From now on, life in front of the TV at home begins. Only old memories are there. :( pic.twitter.com/N801sP2UXs"
"সিনিয়র আপু + জুনিয়র ভাই = একটি সুখি সম্পর্ক !! মিসিং অল মাই সুন্দরি সিনিয়র আপুয :(									
",Senior Sister + Junior Brother = A Happy Relationship !! Missing all my beautiful seniors :(
"নুডুলস খাওলি না >:( http://fb.me/Nn11vhQ9 									
",Don't eat noodles >:( http://fb.me/Nn11vhQ9
"এমন টা না হলেও পারতো... তাও হল...। :( অযথা... ফাউ!!									
",It could not be like that... but it is... :( Unnecessary... Phew!!
"#Rangpur er winter onk miss korci :( #onek thanda naki abar #কেউ_আমারে_ঠান্ডা_দাও_ঢাকাতে_এটার_বড়ই_অভাব :(									
",#Rangpur er winter onk miss korci :( #onek thanda naki abar #someone_give_me_the_cold_to_cover_this_is_big_miss :(
"ইন্ডিয়ান ""Nawab Zaadi"" হারামজাদী, আমার মেসেজের রিপ্লাই দেও না ক্যারে...?? :( একবার খালি রিপ্লাই দেও... কতা... http://fb.me/2Xu6meWXy 									
","Indian ""Nawab Zaadi"" Haramzadi, why don't you reply my message...?? :( Give a blank reply once... Kata... http://fb.me/2Xu6meWXy"
"অব্যক্ত ঘুমে নিরব কবি.... :( :(									
",Silent poet in unexplained sleep... :( :(
"আমাদের দেশের ৯৯%মানুষ গনতন্ত্র বলতে শুধু ভোট দেওয়াকে বোঝে আর ভোট দেওয়াকে একটা আনুষ্ঠানিকতা মাত্র ভাবে... :( আর... http://fb.me/1qVtZXtMA 									
",99% people of our country understand only voting as democracy and voting is only a formality... :( And... http://fb.me/1qVtZXtMA
"ছাগল পিডাইলেও কোনদিন গরু হয় না। যেমন আছে তেমনই থাকে >:(									
","Even if a goat pees, it never becomes a cow. As it is >:("
"টিভিতে পরিচিত প্রায় সব পুরুষ নৃত্যশিল্পীর মাঝে কেন জানি মেয়ে মেয়ে ভাব লক্ষ করি। সমস্যাটা কার বুঝতেছিনা । :(									
","Among almost all the male dancers known on TV, why do I notice a girly girly feeling? I do not understand the problem. :("
"খেলা ছাড়ার পরে শচীন টেনডুলকারকে মানুষ ভুলে যাবে৷ কারণ, শূন্যস্থান পূরণের জন্য ভারত এখনি কয়েকজন ক্রিকেটার পেয়ে গেছে :(									
","People will forget Sachin Tendulkar after he quits the game Because, India has now got few cricketers to fill the void :("
